POS	chr	cM	len	nsnps	cMmb	freqTV	freqTS	countTV	countTS	freqTScpg	countTScpg	freqTSnoncpg	countTSnoncpg	freqTVcpg	countTVcpg	freqTVnoncpg	countTVnoncpg	freqGC	countGC
15000001	chr1	0.0103184608419635	1e+06	739	1.03184608419635	0.54810405643739	0.609448148148148	525	2500	0.64246448725433	1142	0.581683303332788	1358	0.48088134430727	108	0.565514255262457	417	0.598801652892562	3025
16000001	chr1	0.00964623851536215	1e+06	559	0.964623851536215	0.623183545718757	0.641317058037419	497	2328	0.662892252417536	969	0.625933420543428	1359	0.507716049382716	96	0.650826637110926	401	0.638126843657817	2825
17000001	chr1	0.0132051286595968	1e+06	691	1.32051286595968	0.589490471576227	0.654086507001701	688	3113	0.668925354450704	1361	0.64255929731101	1752	0.446086157079065	141	0.62645575191279	547	0.642394301694486	3801
18000001	chr1	0.02076419755197	1e+06	690	2.076419755197	0.597664308871205	0.6581208468552	754	3595	0.683459567693953	1489	0.640205673384686	2106	0.471122685185185	160	0.631749594712558	594	0.647639304054572	4349
19000001	chr1	0.00979987168972137	1e+06	602	0.979987168972137	0.590129663484325	0.616456450379963	547	2471	0.642380952380952	1050	0.597300414418641	1421	0.448015873015873	105	0.623889726830903	442	0.61168482929583	3018
20000001	chr1	0.0092534863527958	1e+06	738	0.92534863527958	0.579950832615561	0.605995486586541	516	2191	0.647766165505439	909	0.576378055122205	1282	0.54624183006536	85	0.586598779754232	431	0.601030934887603	2707
21000001	chr1	0.00706628145257175	1e+06	433	0.706628145257175	0.603874106922887	0.634785353535353	451	2156	0.656741709029291	918	0.618504308023694	1238	0.527682321496754	97	0.624751517053777	354	0.629437838298598	2607
22000001	chr1	0.0106738330005493	1e+06	601	1.06738330005493	0.590277777777778	0.644600857728377	566	2729	0.672372586261475	1170	0.623758700971658	1559	0.516292735042735	104	0.606932419432419	462	0.635269488000899	3295
23000001	chr1	0.00523131857223413	1e+06	490	0.523131857223413	0.569789939192924	0.588957266887484	335	1476	0.616550485847064	526	0.573679337231969	950	0.506291547958215	78	0.589061824470385	257	0.585411681698264	1811
24000001	chr1	0.00960548503871703	1e+06	936	0.960548503871703	0.598622110231182	0.625463170662812	463	2229	0.651468957871397	902	0.607786290435122	1327	0.5331569664903	105	0.61782278088144	358	0.620846747564801	2692
25000001	chr1	0.008282006715978	1e+06	598	0.8282006715978	0.575877476313523	0.63492419364729	516	2416	0.661865569272977	999	0.615930238636661	1417	0.46112641567187	121	0.611029067041725	395	0.624532615835481	2932
26000001	chr1	0.00419177887767456	1e+06	405	0.419177887767456	0.588991769547325	0.623856426147263	324	1506	0.631119317776351	519	0.620037337235919	987	0.529365079365079	70	0.605424321959755	254	0.617683667273831	1830
27000001	chr1	0.00441508428950532	1e+06	349	0.441508428950532	0.567484567901235	0.63052398989899	300	1496	0.631321548821549	550	0.630060292850991	946	0.507343550446999	58	0.581898530762167	242	0.619994019632104	1796
28000001	chr1	0.00312446955289061	1e+06	338	0.312446955289061	0.564507453511603	0.562759846393094	241	1167	0.607835894405043	376	0.541333052394999	791	0.365432098765432	30	0.592812006319115	211	0.56305897516835	1408
29000001	chr1	0.00992071457213103	1e+06	641	0.992071457213103	0.603385089451325	0.63406354845076	619	2815	0.637301109774034	1108	0.631962073379765	1707	0.450316169828365	123	0.641343712664277	496	0.628533564140728	3434
30000001	chr1	0.0131915482003759	1e+06	840	1.31915482003759	0.616905427440019	0.63746546961326	795	3620	0.649579800684218	1494	0.628952388418522	2126	0.496624228395062	144	0.643511406952267	651	0.633763264963718	4415
31000001	chr1	0.00589512651172976	1e+06	613	0.589512651172976	0.580274055462498	0.599497287691732	398	1980	0.619935776715438	767	0.586573692406339	1213	0.462645865043125	73	0.606695156695157	325	0.596279942684484	2378
32000001	chr1	0.00325949843115937	1e+06	298	0.325949843115937	0.590316747724155	0.59320987654321	297	1200	0.630524532264223	388	0.575379720853859	812	0.496487867177522	58	0.613086936308694	239	0.592635889062075	1497
33000001	chr1	0.00833314719515808	1e+06	362	0.833314719515808	0.514241445854672	0.58904510837727	499	2276	0.618820032503635	866	0.570757814552141	1410	0.302506775067751	82	0.555877520206057	417	0.575593927260594	2775
34000001	chr1	0.0107893474779963	1e+06	633	1.07893474779963	0.564016850701633	0.598422310596931	644	2766	0.62724292615597	966	0.58295524691358	1800	0.362801293356849	126	0.612961175461175	518	0.591924622569784	3410
35000001	chr1	0.00196489198881807	1e+06	275	0.196489198881807	0.511178861788618	0.557064822088388	287	1273	0.587541022034693	395	0.543354003205939	878	0.365659519168291	57	0.547242351046699	230	0.548622981956315	1560
36000001	chr1	0.00818875415291517	1e+06	455	0.818875415291517	0.597242844180483	0.622238777730476	449	2349	0.644804526748971	954	0.606806717111377	1395	0.42039165602384	87	0.639745754041334	362	0.618227636142218	2798
37000001	chr1	0.0053802508383183	1e+06	390	0.53802508383183	0.606300487730529	0.631245469607539	486	2146	0.638399104394067	794	0.62704429651545	1352	0.492529461279461	88	0.631455890563931	398	0.626639367330857	2632
38000001	chr1	0.0128464080599031	1e+06	630	1.28464080599031	0.609368296868297	0.612785279949459	518	2345	0.631019025597339	913	0.601159993792675	1432	0.451794578083238	97	0.645673880531363	421	0.612167048291743	2863
39000001	chr1	0.00618281408335762	1e+06	462	0.618281408335762	0.550415573053368	0.598068308599759	381	1639	0.605800223284625	574	0.593901060685098	1065	0.421296296296296	79	0.584191807701742	302	0.589080342142741	2020
40000001	chr1	0.00697720544134281	1e+06	538	0.697720544134281	0.524114042099654	0.563914408428189	417	1923	0.586906828703704	640	0.552445079530037	1283	0.471358024691358	75	0.535683344162876	342	0.556821779044001	2340
41000001	chr1	0.00481412985630498	1e+06	380	0.481412985630498	0.561748216106014	0.621263495676641	545	2343	0.635611050128065	911	0.612135966273536	1432	0.435567448182127	109	0.593293408086986	436	0.610032253513902	2888
42000001	chr1	0.00470241348294411	1e+06	463	0.470241348294411	0.530210454854039	0.570666987333654	491	2079	0.590801127214171	690	0.560665146788257	1389	0.377136752136752	104	0.571346540338788	387	0.562937743190661	2570
43000001	chr1	0.00480229452757461	1e+06	457	0.480229452757461	0.569057794057794	0.62391447779026	455	2077	0.650145469659186	802	0.607414669571532	1275	0.461768219832736	93	0.596621137712298	362	0.614056740389679	2532
44000001	chr1	0.00650220974211425	1e+06	682	0.650220974211425	0.557069330911293	0.601174404726967	367	1893	0.624209575429088	697	0.587750061934844	1196	0.39144555002764	67	0.594058641975309	300	0.594012209111767	2260
45000001	chr1	0.00130706917310996	1e+06	296	0.130706917310996	0.499811385459534	0.564226406459416	270	1133	0.588442784521216	357	0.553085624284078	776	0.346257716049383	48	0.533012178845512	222	0.55183007312373	1403
46000001	chr1	0.00400643237503948	1e+06	367	0.400643237503948	0.575909610050579	0.583237454137158	454	1909	0.592540369183386	668	0.578229922105829	1241	0.42818287037037	80	0.607508912655971	374	0.581829565345238	2363
47000001	chr1	0.00744114342511127	1e+06	474	0.744114342511127	0.555663414310368	0.622045527559778	558	2421	0.621595709774004	903	0.622313106914556	1518	0.44474451303155	108	0.582283950617284	450	0.609611415712456	2979
48000001	chr1	0.00567277077148672	1e+06	391	0.567277077148672	0.560686875088016	0.556221957317174	526	2237	0.551147590819273	731	0.558685013034283	1506	0.362942612942613	91	0.602054065559813	435	0.557071956139998	2763
49000001	chr1	0.000494200890836995	1e+06	77	0.0494200890836995	0.53856526429342	0.536947358981257	206	826	0.560428849902534	228	0.52799454973368	598	0.350378787878788	22	0.561065821256039	184	0.537270312948607	1032
50000001	chr1	0.00173282308418907	1e+06	389	0.173282308418907	0.540536816578483	0.551886540719394	336	1388	0.565618491351988	409	0.546149699239587	979	0.354018912529551	47	0.570870178136614	289	0.549674529517917	1724
51000001	chr1	0.00164634732473186	1e+06	295	0.164634732473186	0.516549422799423	0.552980440279637	308	1494	0.605916408914268	467	0.528909264668758	1027	0.385244286840032	47	0.540194408968355	261	0.546753607103219	1802
52000001	chr1	0.00215552890757434	1e+06	250	0.215552890757434	0.476532567049808	0.552638473532193	319	1449	0.594989711934156	450	0.533561339116895	999	0.340160075329567	59	0.507478632478632	260	0.538906695156695	1768
53000001	chr1	0.00809546914517178	1e+06	581	0.809546914517178	0.564443850902184	0.617267825122231	624	2871	0.654677213017567	1187	0.590899093868215	1684	0.434433364988921	117	0.594446270728322	507	0.607836591956764	3495
54000001	chr1	0.0123459992870894	1e+06	741	1.23459992870894	0.620419973544973	0.639421987021451	560	2614	0.655625108676752	1065	0.628281687109963	1549	0.457483860006796	109	0.65979921162848	451	0.636069394851689	3174
55000001	chr1	0.00738455384416216	1e+06	478	0.738455384416216	0.578004535147392	0.583535394682392	735	2864	0.609883631021418	958	0.570292157319964	1906	0.340411324786325	104	0.617164113400246	631	0.582405863768742	3599
56000001	chr1	0.00887919024641841	1e+06	827	0.887919024641841	0.569231237816764	0.571653954929747	608	2462	0.583356027596224	816	0.565852684397642	1646	0.408297720797721	78	0.592915793151642	530	0.571174146459163	3070
57000001	chr1	0.0069098238657191	1e+06	674	0.69098238657191	0.529885195889531	0.580657952857085	692	2767	0.602128400524418	904	0.570239657263275	1863	0.407655423280423	112	0.553488186462324	580	0.570500465773666	3459
58000001	chr1	0.00880496695914203	1e+06	660	0.880496695914203	0.551117724867725	0.559203727866473	700	2731	0.605738454503887	891	0.536669792304552	1840	0.315895061728395	120	0.599784482758621	580	0.557554004141867	3431
59000001	chr1	0.00837978903057976	1e+06	447	0.837978903057976	0.546901256973852	0.554039351851852	551	2400	0.555459230361701	769	0.553369893498649	1631	0.313109161793372	76	0.584307992202729	475	0.552706552706553	2951
60000001	chr1	0.00560037720629947	1e+06	320	0.560037720629947	0.575812336500069	0.566281780592944	538	2105	0.586560478562024	647	0.557282934512015	1458	0.381091617933723	76	0.60784431617765	462	0.568221787811269	2643
61000001	chr1	0.0116392013758552	1e+06	577	1.16392013758552	0.528294432287868	0.542301762500438	457	2114	0.569533213154157	678	0.529444573403487	1436	0.395061728395062	78	0.555714355516466	379	0.539811933676189	2571
62000001	chr1	0.00878916107738618	1e+06	643	0.878916107738618	0.529371751137102	0.532726161584186	456	2106	0.565919612794613	704	0.516058408622603	1402	0.300925925925926	84	0.580956292313819	372	0.532129123659178	2562
63000001	chr1	0.00837322324753217	1e+06	618	0.837322324753217	0.557781501794299	0.558112131457115	547	2432	0.57353855721393	804	0.550493675493675	1628	0.449728260869565	92	0.57962962962963	455	0.558051421680156	2979
64000001	chr1	0.00695917520578344	1e+06	518	0.695917520578344	0.574355225671015	0.547165288265612	494	2163	0.583534076081502	738	0.528330084470435	1425	0.442067067067067	74	0.597663139329806	420	0.552220549491908	2657
65000001	chr1	0.00578642456958921	1e+06	567	0.578642456958921	0.520186013754246	0.531762496076585	447	1888	0.558685338230793	605	0.519067001529979	1283	0.384803921568627	68	0.544476204436627	379	0.529546355777619	2335
66000001	chr1	0.00498034395726753	1e+06	578	0.498034395726753	0.541413421968978	0.54611176002985	585	2283	0.567695791766999	646	0.537594176338831	1637	0.391385767790262	89	0.568333706690562	496	0.545153417015342	2868
67000001	chr1	0.00730573915430465	1e+06	580	0.730573915430465	0.553259950822191	0.551457774009703	482	2359	0.563090170751994	757	0.545961067184538	1602	0.395769032921811	72	0.580916892502258	410	0.551763528752265	2841
68000001	chr1	0.00521838271325947	1e+06	660	0.521838271325947	0.552253191758311	0.561451163552933	586	2260	0.590434272300469	710	0.548175029868578	1550	0.356680605336519	93	0.589146194876418	493	0.559557273366128	2846
69000001	chr1	0.00471028227054961	1e+06	569	0.471028227054961	0.532229994593133	0.532089594717668	548	1952	0.562300828553219	523	0.521032579115154	1429	0.294647387113141	73	0.56874269005848	475	0.53212037037037	2500
70000001	chr1	0.00468087614183112	1e+06	554	0.468087614183112	0.558243727598566	0.511057221242406	496	1890	0.540184834455668	528	0.499765459291891	1362	0.338597158802638	73	0.59614963663427	423	0.520866318959362	2386
71000001	chr1	0.0026858476032505	1e+06	475	0.26858476032505	0.532944176060118	0.525292976561875	483	1852	0.557032914175771	539	0.512263405827762	1313	0.287242798353909	90	0.589211667137876	393	0.526875644380998	2335
72000001	chr1	0.00258513496440257	1e+06	547	0.258513496440257	0.532399842653111	0.511622255739903	612	2210	0.504830917874396	598	0.514141623012591	1612	0.320588235294118	85	0.566563005130368	527	0.516128238443972	2822
73000001	chr1	0.00290397845577333	1e+06	489	0.290397845577333	0.550584091314428	0.507177627259772	623	2313	0.538991611025509	649	0.494769408831909	1664	0.365914351851852	80	0.577791419412045	543	0.516388195075184	2936
74000001	chr1	0.00429635718490559	1e+06	300	0.429635718490559	0.570791555828388	0.539783653846154	543	2080	0.565032062807144	618	0.529110933779196	1462	0.356155451225874	71	0.603077919020716	472	0.546202750596574	2623
75000001	chr1	0.00233290364813668	1e+06	333	0.233290364813668	0.534200867534201	0.557145627302695	444	1910	0.569319544364508	556	0.552146588981892	1354	0.336805555555556	72	0.572406411788132	372	0.552817898612291	2354
76000001	chr1	0.00922463462960148	1e+06	852	0.922463462960148	0.532334614488703	0.532212644910445	636	2591	0.544401296762758	794	0.526827119272862	1797	0.381252386407026	97	0.55952380952381	539	0.532236683538202	3227
77000001	chr1	0.00351676993497618	1e+06	293	0.351676993497618	0.542577618049316	0.537729192252171	371	1719	0.592164855072464	552	0.511980703925862	1167	0.360620089786756	66	0.581952034001214	305	0.538589845826688	2090
78000001	chr1	0.00456069077526498	1e+06	540	0.456069077526498	0.549510497758905	0.537094807802639	628	2324	0.546804249390456	638	0.533420653749835	1686	0.397940074906367	89	0.574537895966467	539	0.539736086018268	2952
79000001	chr1	0.00411853252707306	1e+06	602	0.411853252707306	0.544483024691358	0.532680659983292	720	2660	0.550448028673835	775	0.525375773651636	1885	0.327841321713871	102	0.580239422270167	618	0.535194773175542	3380
80000001	chr1	0.00684180024876985	1e+06	1081	0.684180024876985	0.565942028985507	0.520746506070962	805	2666	0.536451681566624	783	0.514215888751205	1883	0.378984997655884	79	0.586285838179778	726	0.531228325703981	3471
81000001	chr1	0.00863470597900992	1e+06	696	0.863470597900992	0.542206790123457	0.535796659695338	600	2497	0.558949817693341	772	0.525434782608696	1725	0.386022927689594	84	0.567632070054551	516	0.537038531912604	3097
82000001	chr1	0.00499879437624954	1e+06	631	0.499879437624954	0.542702331961591	0.53918692372171	675	2386	0.554712048627209	719	0.532490724077407	1667	0.378893097643098	88	0.567259764022967	587	0.539962128086924	3061
83000001	chr1	0.00492149713552029	1e+06	523	0.492149713552029	0.56435502283105	0.522785657998424	584	2350	0.565012771392082	725	0.503945868945869	1625	0.299327601410935	84	0.60887962962963	500	0.531059860132798	2934
84000001	chr1	0.00863665660288533	1e+06	545	0.863665660288534	0.534501557632399	0.532743201788592	535	2137	0.560452144101613	659	0.520388538064451	1478	0.35363676929942	83	0.567713454605048	452	0.533095267797738	2672
85000001	chr1	0.00557098719986255	1e+06	436	0.557098719986255	0.467331632258563	0.538562736392041	479	2027	0.565300963321965	619	0.526807791456229	1408	0.279608096468562	86	0.508411082838564	393	0.524947533327422	2506
86000001	chr1	0.00395858880050337	1e+06	547	0.395858880050337	0.529952710995596	0.548104369144558	513	2115	0.574006977992485	621	0.537337622093311	1494	0.338383838383838	77	0.563784828406388	436	0.54456106601274	2628
87000001	chr1	0.0116953484003804	1e+06	422	1.16953484003804	0.553101387340518	0.547708155917111	598	2479	0.554130162703379	799	0.544653880070547	1680	0.354954180985109	97	0.591465217712723	501	0.548756304240542	3077
88000001	chr1	0.0049034844739907	1e+06	709	0.49034844739907	0.499451883172813	0.517835675771237	473	2095	0.509769432261209	608	0.52113377668186	1487	0.366319444444444	72	0.523355961946984	401	0.514449564439829	2568
89000001	chr1	0.00503820113262464	1e+06	657	0.503820113262464	0.518304544039838	0.543820410868124	476	2012	0.568606440268161	674	0.531334772739855	1338	0.344071502057613	72	0.549355977264393	404	0.538938757889722	2488
90000001	chr1	0.00614981583532828	1e+06	445	0.614981583532828	0.50355939346519	0.567761150395586	523	2027	0.599393019726859	659	0.552523283517436	1368	0.304283679283679	91	0.545536453628425	432	0.554593495934959	2550
91000001	chr1	0.00905917178199678	1e+06	633	0.905917178199678	0.556445523193096	0.555178872053872	515	2200	0.575632371198014	716	0.545310472197265	1484	0.391861598440546	95	0.593672839506173	420	0.555419139212878	2715
92000001	chr1	0.00122301573085205	1e+06	347	0.122301573085205	0.513291517323775	0.508393971602213	310	1359	0.521659222036106	398	0.502900142598374	961	0.317671394799054	47	0.548250246444163	263	0.509303641568471	1669
93000001	chr1	0.00355754935751928	1e+06	581	0.355754935751928	0.499652497533853	0.538528728526199	413	1977	0.576343500363108	663	0.519448672416709	1314	0.289876543209877	75	0.546200416392724	338	0.531810785681079	2390
94000001	chr1	0.00944902390768721	1e+06	547	0.944902390768721	0.571380627839736	0.579615955618065	538	2370	0.597435207604699	826	0.570083117443869	1544	0.407222222222222	100	0.608859715880264	438	0.578092363339956	2908
95000001	chr1	0.00396091388411751	1e+06	485	0.396091388411751	0.54930316914853	0.56588567630442	485	2006	0.562758799171843	644	0.567364170337739	1362	0.399441721132898	68	0.573741007194245	417	0.562657046850142	2491
96000001	chr1	0.00246022263583105	1e+06	310	0.246022263583105	0.53085449180837	0.532809658012033	477	1853	0.568961652527761	537	0.518057666328943	1316	0.427654320987654	75	0.55010825502119	402	0.532409394372914	2330
97000001	chr1	0.00379571096468893	1e+06	421	0.379571096468893	0.525361478388618	0.535462333081381	479	1911	0.554485862942425	541	0.527950121654501	1370	0.331246739697444	71	0.55914124909223	408	0.533437935843794	2390
98000001	chr1	0.00501896143625644	1e+06	552	0.501896143625644	0.53392870558185	0.536684584879575	493	2036	0.554389379910213	528	0.5304855585028	1508	0.364872685185185	80	0.566675634472245	413	0.536147357321735	2529
99000001	chr1	0.00541910864341716	1e+06	809	0.541910864341716	0.547993547086106	0.534435567391626	551	2253	0.540309823814978	679	0.531901501247118	1574	0.281565656565657	77	0.591274027191749	474	0.537099778094785	2804
100000001	chr1	0.00485932640282258	1e+06	854	0.485932640282258	0.541347736625514	0.522525157412163	450	1947	0.55785472972973	592	0.507089654229876	1355	0.366898148148148	72	0.574576229668822	378	0.526058808077999	2397
101000001	chr1	0.010593761481157	1e+06	604	1.0593761481157	0.553269878269878	0.538191365063277	715	2631	0.532914676118559	721	0.540183246073298	1910	0.369283413848631	115	0.588533950617284	600	0.54141346217706	3346
102000001	chr1	0.00247409952754561	1e+06	2178	0.247409952754561	0.552202380952381	0.524808644286368	700	2671	0.551858513189448	695	0.515294646873594	1976	0.386054421768708	98	0.579249723145072	602	0.530497050001648	3371
103000001	chr1	0.00375461613821156	1e+06	556	0.375461613821156	0.560217941998602	0.541095251422707	424	1588	0.540634077705156	408	0.541254708097928	1180	0.386522633744856	45	0.580841395485195	379	0.545125082836315	2012
104000001	chr1	0.00510300195910225	1e+06	874	0.510300195910225	0.563359264151867	0.541391473024311	757	2759	0.563763730922524	762	0.532854837812274	1997	0.380621693121693	84	0.586167519674206	673	0.546121170943412	3516
105000001	chr1	0.00447059607262867	1e+06	672	0.447059607262867	0.584921156373193	0.531922014747526	761	2642	0.54554083372075	717	0.526849446849447	1925	0.403742283950617	96	0.611076301865776	665	0.543774012037309	3403
106000001	chr1	0.00422351121675803	1e+06	511	0.422351121675803	0.550750394944708	0.527454516582732	633	2449	0.544764188649081	695	0.520595781071836	1754	0.357158988256549	82	0.579560731330241	551	0.532239166486409	3082
107000001	chr1	0.00946954593189728	1e+06	782	0.946954593189728	0.550713766139298	0.522241369344374	611	2563	0.531766944810423	759	0.518233657715365	1804	0.433251933251933	91	0.571269586894587	520	0.527722350579944	3174
108000001	chr1	0.0046161432623571	1e+06	447	0.46161432623571	0.523892421031386	0.546882325363338	367	1738	0.560948667966212	570	0.540017757483511	1168	0.472222222222222	65	0.535013490311504	302	0.542874109263658	2105
109000001	chr1	0.00969036210013157	1e+06	611	0.969036210013157	0.549296791223295	0.590746996996997	449	2220	0.596311564803909	849	0.58730110489775	1371	0.437872023809524	112	0.586328167930542	337	0.583773920042185	2669
110000001	chr1	0.0111212117098166	1e+06	655	1.11212117098166	0.536231884057971	0.583796835252016	598	2577	0.598298158493689	895	0.576080613907606	1682	0.404650436953808	89	0.559239249072255	509	0.574838145231846	3175
111000001	chr1	0.00833876481020476	1e+06	743	0.833876481020476	0.567433739767588	0.577688990360223	647	2628	0.61115412741429	861	0.561382548366136	1767	0.387209111766634	113	0.605571161048689	534	0.57566299123551	3275
112000001	chr1	0.00859608335934893	1e+06	530	0.859608335934893	0.56274234523332	0.578362011755783	554	2344	0.57314948812778	691	0.580540991687392	1653	0.40258487654321	96	0.596312469674915	458	0.575376057562048	2898
113000001	chr1	0.00459345657502408	1e+06	319	0.459345657502408	0.52257696007696	0.559130880161771	308	1392	0.609341252699784	463	0.534106765538413	929	0.389514514514515	37	0.540744157441574	271	0.552508169934641	1700
114000001	chr1	0.00745742127888671	1e+06	391	0.745742127888671	0.550171778112955	0.559808354866494	442	1978	0.572939360929557	612	0.553925356542487	1366	0.356843171296296	64	0.582904663923182	378	0.558048285889195	2420
115000001	chr1	0.00679064663974358	1e+06	447	0.679064663974358	0.583982346832814	0.572412485376734	749	2881	0.579952739197531	960	0.568644321051921	1921	0.455259259259259	125	0.609768221747388	624	0.574799765330068	3630
116000001	chr1	0.00686598562861688	1e+06	476	0.686598562861688	0.563594111689815	0.587841747997998	512	2368	0.592203401645058	797	0.585628993092392	1571	0.325824299909666	82	0.608936261843239	430	0.583531057098765	2880
117000001	chr1	0.00553414335047419	1e+06	459	0.553414335047419	0.505498197312357	0.536781038801456	565	2351	0.550560586459681	773	0.530030981551894	1578	0.349927174365377	89	0.53458605664488	476	0.530719720062999	2916
118000001	chr1	0.00279712737040142	1e+06	343	0.279712737040142	0.555108912251769	0.538244459507805	539	1967	0.535329180898801	553	0.539384593221227	1414	0.328502415458937	69	0.588376674546887	470	0.541871730070054	2506
119000001	chr1	0.00576189856012199	1e+06	489	0.576189856012199	0.584551246018362	0.572955852218858	593	2422	0.583805617698235	745	0.568135890810309	1677	0.46904910528506	89	0.604947457378013	504	0.575236471961182	3015
147000001	chr1	0.0061336803765336	1e+06	568	0.61336803765336	0.57147201946472	0.563212335303327	548	2164	0.575529678149766	687	0.557483144690258	1477	0.441822846943329	83	0.594613699721227	465	0.564881327530629	2712
149000001	chr1	0.0103050780117456	1e+06	135	1.03050780117456	0.572555359592397	0.608527005266136	189	851	0.630682643427741	255	0.599047663435247	596	0.458461934156379	36	0.599400871459695	153	0.60198985042735	1040
150000001	chr1	0.0020140841769258	1e+06	422	0.20140841769258	0.487077136191309	0.524486740804106	254	1169	0.561103951890034	388	0.506295347844644	781	0.382996632996633	44	0.508884479717813	210	0.517809270971604	1423
151000001	chr1	0.00374381606724672	1e+06	331	0.374381606724672	0.534387550200803	0.573761964211402	332	1513	0.570618695618695	481	0.575226995406259	1032	0.370670995670996	77	0.583823529411765	255	0.566676703804075	1845
152000001	chr1	0.00525751276312641	1e+06	760	0.525751276312641	0.594555447260126	0.572589765337857	684	2620	0.556615689989624	821	0.579879768595722	1799	0.45466629996333	101	0.618790102280668	583	0.577137140166801	3304
153000001	chr1	0.00548635079354676	1e+06	779	0.548635079354676	0.620405310971349	0.581184165817193	530	2180	0.583767978504821	703	0.579954361944883	1477	0.533777399848828	98	0.64005701303155	432	0.588854721880552	2710
154000001	chr1	0.00607398083473164	1e+06	306	0.607398083473164	0.528316405047707	0.593755830767795	361	1588	0.615232240437159	610	0.580360524123305	978	0.388810420590082	59	0.555570885454991	302	0.581634931493833	1949
155000001	chr1	0.00169837190277489	1e+06	342	0.16983719027749	0.546917866941015	0.595060491353077	216	998	0.617037037037037	350	0.58319044352995	648	0.477305737109659	51	0.568434343434344	165	0.586494752577949	1214
156000001	chr1	0.00610201178819939	1e+06	2037	0.610201178819939	0.575970017636684	0.651998147230936	420	2019	0.661888651471985	780	0.645771679669985	1239	0.436985596707819	90	0.613874859708193	330	0.638905972393057	2439
157000001	chr1	0.00910761388173664	1e+06	993	0.910761388173664	0.55641948928986	0.558290885822531	702	2923	0.54331450094162	885	0.564794369934213	2038	0.351071577195173	89	0.586233460213884	613	0.557928480204342	3625
158000001	chr1	0.00710866199667697	1e+06	934	0.710866199667697	0.581309486861163	0.56255247691016	716	2779	0.555067360014042	844	0.565817303091205	1935	0.466203703703704	100	0.599995490620491	616	0.566395114714142	3495
