POS	chr	cM	len	cMmb	countGC	freqGC	countTS	freqTS	countTV	freqTV	countTScpg	freqTScpg	countTSnoncpg	freqTSnoncpg	countTVcpg	freqTVcpg	countTVnoncpg	freqTVnoncpg
25000001	chr1	0.008282006715978	1e+06	0.8282006715978	2932	0.624532615835481	2416	0.63492419364729	516	0.575877476313523	999	0.661865569272977	1417	0.615930238636661	121	0.46112641567187	395	0.611029067041725
26000001	chr1	0.00419177887767456	1e+06	0.419177887767456	1830	0.617683667273831	1506	0.623856426147263	324	0.588991769547325	519	0.631119317776351	987	0.620037337235919	70	0.529365079365079	254	0.605424321959755
27000001	chr1	0.00441508428950532	1e+06	0.441508428950532	1796	0.619994019632104	1496	0.63052398989899	300	0.567484567901235	550	0.631321548821549	946	0.630060292850991	58	0.507343550446999	242	0.581898530762167
28000001	chr1	0.00312446955289061	1e+06	0.312446955289061	1408	0.56305897516835	1167	0.562759846393094	241	0.564507453511603	376	0.607835894405043	791	0.541333052394999	30	0.365432098765432	211	0.592812006319115
29000001	chr1	0.00992071457213103	1e+06	0.992071457213103	3434	0.628533564140728	2815	0.63406354845076	619	0.603385089451325	1108	0.637301109774034	1707	0.631962073379765	123	0.450316169828365	496	0.641343712664277
30000001	chr1	0.0131915482003759	1e+06	1.31915482003759	4415	0.633763264963718	3620	0.63746546961326	795	0.616905427440019	1494	0.649579800684218	2126	0.628952388418522	144	0.496624228395062	651	0.643511406952267
31000001	chr1	0.00589512651172976	1e+06	0.589512651172976	2378	0.596279942684484	1980	0.599497287691732	398	0.580274055462498	767	0.619935776715438	1213	0.586573692406339	73	0.462645865043125	325	0.606695156695157
32000001	chr1	0.00325949843115937	1e+06	0.325949843115937	1497	0.592635889062075	1200	0.59320987654321	297	0.590316747724155	388	0.630524532264223	812	0.575379720853859	58	0.496487867177522	239	0.613086936308694
33000001	chr1	0.00833314719515808	1e+06	0.833314719515808	2775	0.575593927260594	2276	0.58904510837727	499	0.514241445854672	866	0.618820032503635	1410	0.570757814552141	82	0.302506775067751	417	0.555877520206057
34000001	chr1	0.0107893474779963	1e+06	1.07893474779963	3410	0.591924622569784	2766	0.598422310596931	644	0.564016850701633	966	0.62724292615597	1800	0.58295524691358	126	0.362801293356849	518	0.612961175461175
35000001	chr1	0.00196489198881807	1e+06	0.196489198881807	1560	0.548622981956315	1273	0.557064822088388	287	0.511178861788618	395	0.587541022034693	878	0.543354003205939	57	0.365659519168291	230	0.547242351046699
36000001	chr1	0.00818875415291517	1e+06	0.818875415291517	2798	0.618227636142218	2349	0.622238777730476	449	0.597242844180483	954	0.644804526748971	1395	0.606806717111377	87	0.42039165602384	362	0.639745754041334
37000001	chr1	0.0053802508383183	1e+06	0.53802508383183	2632	0.626639367330857	2146	0.631245469607539	486	0.606300487730529	794	0.638399104394067	1352	0.62704429651545	88	0.492529461279461	398	0.631455890563931
38000001	chr1	0.0128464080599031	1e+06	1.28464080599031	2863	0.612167048291743	2345	0.612785279949459	518	0.609368296868297	913	0.631019025597339	1432	0.601159993792675	97	0.451794578083238	421	0.645673880531363
39000001	chr1	0.00618281408335762	1e+06	0.618281408335762	2020	0.589080342142741	1639	0.598068308599759	381	0.550415573053368	574	0.605800223284625	1065	0.593901060685098	79	0.421296296296296	302	0.584191807701742
40000001	chr1	0.00697720544134281	1e+06	0.697720544134281	2340	0.556821779044001	1923	0.563914408428189	417	0.524114042099654	640	0.586906828703704	1283	0.552445079530037	75	0.471358024691358	342	0.535683344162876
41000001	chr1	0.00481412985630498	1e+06	0.481412985630498	2888	0.610032253513902	2343	0.621263495676641	545	0.561748216106014	911	0.635611050128065	1432	0.612135966273536	109	0.435567448182127	436	0.593293408086986
42000001	chr1	0.00470241348294411	1e+06	0.470241348294411	2570	0.562937743190661	2079	0.570666987333654	491	0.530210454854039	690	0.590801127214171	1389	0.560665146788257	104	0.377136752136752	387	0.571346540338788
43000001	chr1	0.00480229452757461	1e+06	0.480229452757461	2532	0.614056740389679	2077	0.62391447779026	455	0.569057794057794	802	0.650145469659186	1275	0.607414669571532	93	0.461768219832736	362	0.596621137712298
44000001	chr1	0.00650220974211425	1e+06	0.650220974211425	2260	0.594012209111767	1893	0.601174404726967	367	0.557069330911293	697	0.624209575429088	1196	0.587750061934844	67	0.39144555002764	300	0.594058641975309
45000001	chr1	0.00130706917310996	1e+06	0.130706917310996	1403	0.55183007312373	1133	0.564226406459416	270	0.499811385459534	357	0.588442784521216	776	0.553085624284078	48	0.346257716049383	222	0.533012178845512
46000001	chr1	0.00400643237503948	1e+06	0.400643237503948	2363	0.581829565345238	1909	0.583237454137158	454	0.575909610050579	668	0.592540369183386	1241	0.578229922105829	80	0.42818287037037	374	0.607508912655971
47000001	chr1	0.00744114342511127	1e+06	0.744114342511127	2979	0.609611415712456	2421	0.622045527559778	558	0.555663414310368	903	0.621595709774004	1518	0.622313106914556	108	0.44474451303155	450	0.582283950617284
48000001	chr1	0.00567277077148672	1e+06	0.567277077148672	2763	0.557071956139998	2237	0.556221957317174	526	0.560686875088016	731	0.551147590819273	1506	0.558685013034283	91	0.362942612942613	435	0.602054065559813
49000001	chr1	0.000494200890836995	1e+06	0.0494200890836995	1032	0.537270312948607	826	0.536947358981257	206	0.53856526429342	228	0.560428849902534	598	0.52799454973368	22	0.350378787878788	184	0.561065821256039
50000001	chr1	0.00173282308418907	1e+06	0.173282308418907	1724	0.549674529517917	1388	0.551886540719394	336	0.540536816578483	409	0.565618491351988	979	0.546149699239587	47	0.354018912529551	289	0.570870178136614
51000001	chr1	0.00164634732473186	1e+06	0.164634732473186	1802	0.546753607103219	1494	0.552980440279637	308	0.516549422799423	467	0.605916408914268	1027	0.528909264668758	47	0.385244286840032	261	0.540194408968355
52000001	chr1	0.00215552890757434	1e+06	0.215552890757434	1768	0.538906695156695	1449	0.552638473532193	319	0.476532567049808	450	0.594989711934156	999	0.533561339116895	59	0.340160075329567	260	0.507478632478632
53000001	chr1	0.00809546914517178	1e+06	0.809546914517178	3495	0.607836591956764	2871	0.617267825122231	624	0.564443850902184	1187	0.654677213017567	1684	0.590899093868215	117	0.434433364988921	507	0.594446270728322
54000001	chr1	0.0123459992870894	1e+06	1.23459992870894	3174	0.636069394851689	2614	0.639421987021451	560	0.620419973544973	1065	0.655625108676752	1549	0.628281687109963	109	0.457483860006796	451	0.65979921162848
55000001	chr1	0.00738455384416216	1e+06	0.738455384416216	3599	0.582405863768742	2864	0.583535394682392	735	0.578004535147392	958	0.609883631021418	1906	0.570292157319964	104	0.340411324786325	631	0.617164113400246
56000001	chr1	0.00887919024641841	1e+06	0.887919024641841	3070	0.571174146459163	2462	0.571653954929747	608	0.569231237816764	816	0.583356027596224	1646	0.565852684397642	78	0.408297720797721	530	0.592915793151642
57000001	chr1	0.0069098238657191	1e+06	0.69098238657191	3459	0.570500465773666	2767	0.580657952857085	692	0.529885195889531	904	0.602128400524418	1863	0.570239657263275	112	0.407655423280423	580	0.553488186462324
58000001	chr1	0.00880496695914203	1e+06	0.880496695914203	3431	0.557554004141867	2731	0.559203727866473	700	0.551117724867725	891	0.605738454503887	1840	0.536669792304552	120	0.315895061728395	580	0.599784482758621
59000001	chr1	0.00837978903057976	1e+06	0.837978903057976	2951	0.552706552706553	2400	0.554039351851852	551	0.546901256973852	769	0.555459230361701	1631	0.553369893498649	76	0.313109161793372	475	0.584307992202729
60000001	chr1	0.00560037720629947	1e+06	0.560037720629947	2643	0.568221787811269	2105	0.566281780592944	538	0.575812336500069	647	0.586560478562024	1458	0.557282934512015	76	0.381091617933723	462	0.60784431617765
61000001	chr1	0.0116392013758552	1e+06	1.16392013758552	2571	0.539811933676189	2114	0.542301762500438	457	0.528294432287868	678	0.569533213154157	1436	0.529444573403487	78	0.395061728395062	379	0.555714355516466
62000001	chr1	0.00878916107738618	1e+06	0.878916107738618	2562	0.532129123659178	2106	0.532726161584186	456	0.529371751137102	704	0.565919612794613	1402	0.516058408622603	84	0.300925925925926	372	0.580956292313819
63000001	chr1	0.00837322324753217	1e+06	0.837322324753217	2979	0.558051421680156	2432	0.558112131457115	547	0.557781501794299	804	0.57353855721393	1628	0.550493675493675	92	0.449728260869565	455	0.57962962962963
64000001	chr1	0.00695917520578344	1e+06	0.695917520578344	2657	0.552220549491908	2163	0.547165288265612	494	0.574355225671015	738	0.583534076081502	1425	0.528330084470435	74	0.442067067067067	420	0.597663139329806
65000001	chr1	0.00578642456958921	1e+06	0.578642456958921	2335	0.529546355777619	1888	0.531762496076585	447	0.520186013754246	605	0.558685338230793	1283	0.519067001529979	68	0.384803921568627	379	0.544476204436627
66000001	chr1	0.00498034395726753	1e+06	0.498034395726753	2868	0.545153417015342	2283	0.54611176002985	585	0.541413421968978	646	0.567695791766999	1637	0.537594176338831	89	0.391385767790262	496	0.568333706690562
67000001	chr1	0.00730573915430465	1e+06	0.730573915430465	2841	0.551763528752265	2359	0.551457774009703	482	0.553259950822191	757	0.563090170751994	1602	0.545961067184538	72	0.395769032921811	410	0.580916892502258
68000001	chr1	0.00521838271325947	1e+06	0.521838271325947	2846	0.559557273366128	2260	0.561451163552933	586	0.552253191758311	710	0.590434272300469	1550	0.548175029868578	93	0.356680605336519	493	0.589146194876418
69000001	chr1	0.00471028227054961	1e+06	0.471028227054961	2500	0.53212037037037	1952	0.532089594717668	548	0.532229994593133	523	0.562300828553219	1429	0.521032579115154	73	0.294647387113141	475	0.56874269005848
70000001	chr1	0.00468087614183112	1e+06	0.468087614183112	2386	0.520866318959362	1890	0.511057221242406	496	0.558243727598566	528	0.540184834455668	1362	0.499765459291891	73	0.338597158802638	423	0.59614963663427
71000001	chr1	0.0026858476032505	1e+06	0.26858476032505	2335	0.526875644380998	1852	0.525292976561875	483	0.532944176060118	539	0.557032914175771	1313	0.512263405827762	90	0.287242798353909	393	0.589211667137876
72000001	chr1	0.00258513496440257	1e+06	0.258513496440257	2822	0.516128238443972	2210	0.511622255739903	612	0.532399842653111	598	0.504830917874396	1612	0.514141623012591	85	0.320588235294118	527	0.566563005130368
73000001	chr1	0.00290397845577333	1e+06	0.290397845577333	2936	0.516388195075184	2313	0.507177627259772	623	0.550584091314428	649	0.538991611025509	1664	0.494769408831909	80	0.365914351851852	543	0.577791419412045
74000001	chr1	0.00429635718490559	1e+06	0.429635718490559	2623	0.546202750596574	2080	0.539783653846154	543	0.570791555828388	618	0.565032062807144	1462	0.529110933779196	71	0.356155451225874	472	0.603077919020716
75000001	chr1	0.00233290364813668	1e+06	0.233290364813668	2354	0.552817898612291	1910	0.557145627302695	444	0.534200867534201	556	0.569319544364508	1354	0.552146588981892	72	0.336805555555556	372	0.572406411788132
76000001	chr1	0.00922463462960148	1e+06	0.922463462960148	3227	0.532236683538202	2591	0.532212644910445	636	0.532334614488703	794	0.544401296762758	1797	0.526827119272862	97	0.381252386407026	539	0.55952380952381
77000001	chr1	0.00351676993497618	1e+06	0.351676993497618	2090	0.538589845826688	1719	0.537729192252171	371	0.542577618049316	552	0.592164855072464	1167	0.511980703925862	66	0.360620089786756	305	0.581952034001214
78000001	chr1	0.00456069077526498	1e+06	0.456069077526498	2952	0.539736086018268	2324	0.537094807802639	628	0.549510497758905	638	0.546804249390456	1686	0.533420653749835	89	0.397940074906367	539	0.574537895966467
79000001	chr1	0.00411853252707306	1e+06	0.411853252707306	3380	0.535194773175542	2660	0.532680659983292	720	0.544483024691358	775	0.550448028673835	1885	0.525375773651636	102	0.327841321713871	618	0.580239422270167
80000001	chr1	0.00684180024876985	1e+06	0.684180024876985	3471	0.531228325703981	2666	0.520746506070962	805	0.565942028985507	783	0.536451681566624	1883	0.514215888751205	79	0.378984997655884	726	0.586285838179778
81000001	chr1	0.00863470597900992	1e+06	0.863470597900992	3097	0.537038531912604	2497	0.535796659695338	600	0.542206790123457	772	0.558949817693341	1725	0.525434782608696	84	0.386022927689594	516	0.567632070054551
82000001	chr1	0.00499879437624954	1e+06	0.499879437624954	3061	0.539962128086924	2386	0.53918692372171	675	0.542702331961591	719	0.554712048627209	1667	0.532490724077407	88	0.378893097643098	587	0.567259764022967
83000001	chr1	0.00492149713552029	1e+06	0.492149713552029	2934	0.531059860132798	2350	0.522785657998424	584	0.56435502283105	725	0.565012771392082	1625	0.503945868945869	84	0.299327601410935	500	0.60887962962963
84000001	chr1	0.00863665660288533	1e+06	0.863665660288534	2672	0.533095267797738	2137	0.532743201788592	535	0.534501557632399	659	0.560452144101613	1478	0.520388538064451	83	0.35363676929942	452	0.567713454605048
85000001	chr1	0.00557098719986255	1e+06	0.557098719986255	2506	0.524947533327422	2027	0.538562736392041	479	0.467331632258563	619	0.565300963321965	1408	0.526807791456229	86	0.279608096468562	393	0.508411082838564
86000001	chr1	0.00395858880050337	1e+06	0.395858880050337	2628	0.54456106601274	2115	0.548104369144558	513	0.529952710995596	621	0.574006977992485	1494	0.537337622093311	77	0.338383838383838	436	0.563784828406388
87000001	chr1	0.0116953484003804	1e+06	1.16953484003804	3077	0.548756304240542	2479	0.547708155917111	598	0.553101387340518	799	0.554130162703379	1680	0.544653880070547	97	0.354954180985109	501	0.591465217712723
88000001	chr1	0.0049034844739907	1e+06	0.49034844739907	2568	0.514449564439829	2095	0.517835675771237	473	0.499451883172813	608	0.509769432261209	1487	0.52113377668186	72	0.366319444444444	401	0.523355961946984
89000001	chr1	0.00503820113262464	1e+06	0.503820113262464	2488	0.538938757889722	2012	0.543820410868124	476	0.518304544039838	674	0.568606440268161	1338	0.531334772739855	72	0.344071502057613	404	0.549355977264393
90000001	chr1	0.00614981583532828	1e+06	0.614981583532828	2550	0.554593495934959	2027	0.567761150395586	523	0.50355939346519	659	0.599393019726859	1368	0.552523283517436	91	0.304283679283679	432	0.545536453628425
91000001	chr1	0.00905917178199678	1e+06	0.905917178199678	2715	0.555419139212878	2200	0.555178872053872	515	0.556445523193096	716	0.575632371198014	1484	0.545310472197265	95	0.391861598440546	420	0.593672839506173
92000001	chr1	0.00122301573085205	1e+06	0.122301573085205	1669	0.509303641568471	1359	0.508393971602213	310	0.513291517323775	398	0.521659222036106	961	0.502900142598374	47	0.317671394799054	263	0.548250246444163
93000001	chr1	0.00355754935751928	1e+06	0.355754935751928	2390	0.531810785681079	1977	0.538528728526199	413	0.499652497533853	663	0.576343500363108	1314	0.519448672416709	75	0.289876543209877	338	0.546200416392724
94000001	chr1	0.00944902390768721	1e+06	0.944902390768721	2908	0.578092363339956	2370	0.579615955618065	538	0.571380627839736	826	0.597435207604699	1544	0.570083117443869	100	0.407222222222222	438	0.608859715880264
95000001	chr1	0.00396091388411751	1e+06	0.396091388411751	2491	0.562657046850142	2006	0.56588567630442	485	0.54930316914853	644	0.562758799171843	1362	0.567364170337739	68	0.399441721132898	417	0.573741007194245
96000001	chr1	0.00246022263583105	1e+06	0.246022263583105	2330	0.532409394372914	1853	0.532809658012033	477	0.53085449180837	537	0.568961652527761	1316	0.518057666328943	75	0.427654320987654	402	0.55010825502119
97000001	chr1	0.00379571096468893	1e+06	0.379571096468893	2390	0.533437935843794	1911	0.535462333081381	479	0.525361478388618	541	0.554485862942425	1370	0.527950121654501	71	0.331246739697444	408	0.55914124909223
98000001	chr1	0.00501896143625644	1e+06	0.501896143625644	2529	0.536147357321735	2036	0.536684584879575	493	0.53392870558185	528	0.554389379910213	1508	0.5304855585028	80	0.364872685185185	413	0.566675634472245
99000001	chr1	0.00541910864341716	1e+06	0.541910864341716	2804	0.537099778094785	2253	0.534435567391626	551	0.547993547086106	679	0.540309823814978	1574	0.531901501247118	77	0.281565656565657	474	0.591274027191749
100000001	chr1	0.00485932640282258	1e+06	0.485932640282258	2397	0.526058808077999	1947	0.522525157412163	450	0.541347736625514	592	0.55785472972973	1355	0.507089654229876	72	0.366898148148148	378	0.574576229668822
101000001	chr1	0.010593761481157	1e+06	1.0593761481157	3346	0.54141346217706	2631	0.538191365063277	715	0.553269878269878	721	0.532914676118559	1910	0.540183246073298	115	0.369283413848631	600	0.588533950617284
102000001	chr1	0.00247409952754561	1e+06	0.247409952754561	3371	0.530497050001648	2671	0.524808644286368	700	0.552202380952381	695	0.551858513189448	1976	0.515294646873594	98	0.386054421768708	602	0.579249723145072
103000001	chr1	0.00375461613821156	1e+06	0.375461613821156	2012	0.545125082836315	1588	0.541095251422707	424	0.560217941998602	408	0.540634077705156	1180	0.541254708097928	45	0.386522633744856	379	0.580841395485195
104000001	chr1	0.00510300195910225	1e+06	0.510300195910225	3516	0.546121170943412	2759	0.541391473024311	757	0.563359264151867	762	0.563763730922524	1997	0.532854837812274	84	0.380621693121693	673	0.586167519674206
105000001	chr1	0.00447059607262867	1e+06	0.447059607262867	3403	0.543774012037309	2642	0.531922014747526	761	0.584921156373193	717	0.54554083372075	1925	0.526849446849447	96	0.403742283950617	665	0.611076301865776
106000001	chr1	0.00422351121675803	1e+06	0.422351121675803	3082	0.532239166486409	2449	0.527454516582732	633	0.550750394944708	695	0.544764188649081	1754	0.520595781071836	82	0.357158988256549	551	0.579560731330241
107000001	chr1	0.00946954593189728	1e+06	0.946954593189728	3174	0.527722350579944	2563	0.522241369344374	611	0.550713766139298	759	0.531766944810423	1804	0.518233657715365	91	0.433251933251933	520	0.571269586894587
108000001	chr1	0.0046161432623571	1e+06	0.46161432623571	2105	0.542874109263658	1738	0.546882325363338	367	0.523892421031386	570	0.560948667966212	1168	0.540017757483511	65	0.472222222222222	302	0.535013490311504
109000001	chr1	0.00969036210013157	1e+06	0.969036210013157	2669	0.583773920042185	2220	0.590746996996997	449	0.549296791223295	849	0.596311564803909	1371	0.58730110489775	112	0.437872023809524	337	0.586328167930542
110000001	chr1	0.0111212117098166	1e+06	1.11212117098166	3175	0.574838145231846	2577	0.583796835252016	598	0.536231884057971	895	0.598298158493689	1682	0.576080613907606	89	0.404650436953808	509	0.559239249072255
111000001	chr1	0.00833876481020476	1e+06	0.833876481020476	3275	0.57566299123551	2628	0.577688990360223	647	0.567433739767588	861	0.61115412741429	1767	0.561382548366136	113	0.387209111766634	534	0.605571161048689
112000001	chr1	0.00859608335934893	1e+06	0.859608335934893	2898	0.575376057562048	2344	0.578362011755783	554	0.56274234523332	691	0.57314948812778	1653	0.580540991687392	96	0.40258487654321	458	0.596312469674915
113000001	chr1	0.00459345657502408	1e+06	0.459345657502408	1700	0.552508169934641	1392	0.559130880161771	308	0.52257696007696	463	0.609341252699784	929	0.534106765538413	37	0.389514514514515	271	0.540744157441574
114000001	chr1	0.00745742127888671	1e+06	0.745742127888671	2420	0.558048285889195	1978	0.559808354866494	442	0.550171778112955	612	0.572939360929557	1366	0.553925356542487	64	0.356843171296296	378	0.582904663923182
115000001	chr1	0.00679064663974358	1e+06	0.679064663974358	3630	0.574799765330068	2881	0.572412485376734	749	0.583982346832814	960	0.579952739197531	1921	0.568644321051921	125	0.455259259259259	624	0.609768221747388
116000001	chr1	0.00686598562861688	1e+06	0.686598562861688	2880	0.583531057098765	2368	0.587841747997998	512	0.563594111689815	797	0.592203401645058	1571	0.585628993092392	82	0.325824299909666	430	0.608936261843239
117000001	chr1	0.00553414335047419	1e+06	0.553414335047419	2916	0.530719720062999	2351	0.536781038801456	565	0.505498197312357	773	0.550560586459681	1578	0.530030981551894	89	0.349927174365377	476	0.53458605664488
118000001	chr1	0.00279712737040142	1e+06	0.279712737040142	2506	0.541871730070054	1967	0.538244459507805	539	0.555108912251769	553	0.535329180898801	1414	0.539384593221227	69	0.328502415458937	470	0.588376674546887
119000001	chr1	0.00576189856012199	1e+06	0.576189856012199	3015	0.575236471961182	2422	0.572955852218858	593	0.584551246018362	745	0.583805617698235	1677	0.568135890810309	89	0.46904910528506	504	0.604947457378013
120000001	chr1	0.00655041426260277	1e+06	0.655041426260277	705	0.606337010769635	560	0.603224206349206	145	0.618358876117497	161	0.649212100299057	399	0.584667687737863	24	0.60570987654321	121	0.620867768595041
121000001	chr1	0.00637271464140766	1e+06	0.637271464140766	494	0.601298920377868	402	0.602036115717708	92	0.59807769726248	104	0.619168447293447	298	0.596057046979866	15	0.526851851851852	77	0.611952861952862
122000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
123000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
124000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
125000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
126000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
127000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
128000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
129000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
130000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
131000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
132000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
133000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
134000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
135000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
136000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
137000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
138000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
139000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
140000001	chr1	0.000945335102272	1e+06	0.0945335102272	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA
