chr	len	B	pop	superpop	cMmb	B_full	mType
chr21	46709983	0.297847831113906	ACB	AFR	1.25822010215016	0.305115515154125	TS (CpG-)
chr22	50818468	0.678299850851007	ACB	AFR	1.17662643768763	0.305115515154125	TS (CpG-)
chr1	248956422	0.36914757798038	ASW	AFR	0.616284561045297	0.30454778783815	TS (CpG-)
chr2	242193529	0.255827347178574	ASW	AFR	0.620806529199302	0.30454778783815	TS (CpG-)
chr3	198295559	0.226203875549431	ASW	AFR	0.630204764508791	0.30454778783815	TS (CpG-)
chr4	190214555	0.212367590717716	ASW	AFR	0.662760346884659	0.30454778783815	TS (CpG-)
chr5	181538259	0.223431610768764	ASW	AFR	0.630444193577117	0.30454778783815	TS (CpG-)
chr6	170805979	0.279054303332764	ASW	AFR	0.646320946900175	0.30454778783815	TS (CpG-)
chr7	159345973	0.259299165727924	ASW	AFR	0.684421164602313	0.30454778783815	TS (CpG-)
chr8	145138636	0.284280002005236	ASW	AFR	0.689247638949662	0.30454778783815	TS (CpG-)
chr9	138394717	0.267320929684395	ASW	AFR	0.810209916836589	0.30454778783815	TS (CpG-)
chr10	133797422	0.36995305090266	ASW	AFR	0.724774358281597	0.30454778783815	TS (CpG-)
chr11	135086622	0.351330097217846	ASW	AFR	0.683305032498844	0.30454778783815	TS (CpG-)
chr12	133275309	0.278087781366067	ASW	AFR	0.704388231517227	0.30454778783815	TS (CpG-)
chr13	114364328	0.212379309176827	ASW	AFR	0.735623099278376	0.30454778783815	TS (CpG-)
chr14	107043718	0.282278106709835	ASW	AFR	0.767761005258883	0.30454778783815	TS (CpG-)
chr15	101991189	0.29956773329372	ASW	AFR	0.904403717200232	0.30454778783815	TS (CpG-)
chr16	90338345	0.446106237091056	ASW	AFR	0.833304313622495	0.30454778783815	TS (CpG-)
chr17	83257441	0.510729772114432	ASW	AFR	0.908399823564651	0.30454778783815	TS (CpG-)
chr18	80373285	0.287582668786464	ASW	AFR	0.86398285270178	0.30454778783815	TS (CpG-)
chr19	58617616	0.642568787924527	ASW	AFR	1.12550642596782	0.30454778783815	TS (CpG-)
chr20	64444167	0.503131626754104	ASW	AFR	0.88647157575138	0.30454778783815	TS (CpG-)
chr21	46709983	0.292680972769245	ASW	AFR	1.07468340390406	0.30454778783815	TS (CpG-)
chr22	50818468	0.686600049205599	ASW	AFR	1.09089210641978	0.30454778783815	TS (CpG-)
chr1	248956422	0.32391566463159	BEB	SAS	0.756145936651699	0.276740326044336	TS (CpG-)
chr2	242193529	0.236215747204785	BEB	SAS	0.767802715199176	0.276740326044336	TS (CpG-)
chr3	198295559	0.208994355215297	BEB	SAS	0.798029233251458	0.276740326044336	TS (CpG-)
chr4	190214555	0.192999572890851	BEB	SAS	0.761466741686717	0.276740326044336	TS (CpG-)
chr5	181538259	0.211074431704225	BEB	SAS	0.766907253145669	0.276740326044336	TS (CpG-)
chr6	170805979	0.264758580565154	BEB	SAS	0.792614110326722	0.276740326044336	TS (CpG-)
chr7	159345973	0.239973499999855	BEB	SAS	0.824221341490951	0.276740326044336	TS (CpG-)
chr8	145138636	0.245064366004273	BEB	SAS	0.855068890054876	0.276740326044336	TS (CpG-)
chr9	138394717	0.261205909381232	BEB	SAS	1.08063480714246	0.276740326044336	TS (CpG-)
chr10	133797422	0.334408173675797	BEB	SAS	0.92434797231726	0.276740326044336	TS (CpG-)
chr11	135086622	0.32007141210837	BEB	SAS	0.830499019980769	0.276740326044336	TS (CpG-)
chr12	133275309	0.251464723379479	BEB	SAS	0.843904382173837	0.276740326044336	TS (CpG-)
chr13	114364328	0.205972006859304	BEB	SAS	0.860650732408269	0.276740326044336	TS (CpG-)
chr14	107043718	0.257794287074673	BEB	SAS	0.943384926329465	0.276740326044336	TS (CpG-)
chr15	101991189	0.248818102776745	BEB	SAS	1.10754873425004	0.276740326044336	TS (CpG-)
chr16	90338345	0.408503438250702	BEB	SAS	1.08994487568496	0.276740326044336	TS (CpG-)
chr17	83257441	0.441195832536253	BEB	SAS	1.06320316980828	0.276740326044336	TS (CpG-)
chr18	80373285	0.26845334132737	BEB	SAS	1.26173269823746	0.276740326044336	TS (CpG-)
chr19	58617616	0.567008121919576	BEB	SAS	1.47779579854394	0.276740326044336	TS (CpG-)
chr20	64444167	0.433602133651148	BEB	SAS	1.0815852103078	0.276740326044336	TS (CpG-)
chr21	46709983	0.303549456965951	BEB	SAS	1.31372677920515	0.276740326044336	TS (CpG-)
chr22	50818468	0.592413769380287	BEB	SAS	1.32669481523016	0.276740326044336	TS (CpG-)
chr1	248956422	0.304564670669988	CDX	EAS	0.829385909447301	0.242589512857987	TS (CpG-)
chr2	242193529	0.206475886517893	CDX	EAS	0.781280250961937	0.242589512857987	TS (CpG-)
chr3	198295559	0.170122511386532	CDX	EAS	0.8381973171895	0.242589512857987	TS (CpG-)
chr4	190214555	0.166927093428159	CDX	EAS	0.821045111206772	0.242589512857987	TS (CpG-)
chr5	181538259	0.179783988138585	CDX	EAS	0.793149255667579	0.242589512857987	TS (CpG-)
chr6	170805979	0.227231769822289	CDX	EAS	0.831425437449143	0.242589512857987	TS (CpG-)
chr7	159345973	0.206298708000586	CDX	EAS	0.853341087286065	0.242589512857987	TS (CpG-)
chr8	145138636	0.215416477244437	CDX	EAS	0.906892700308182	0.242589512857987	TS (CpG-)
chr9	138394717	0.236516569783947	CDX	EAS	1.13536271277112	0.242589512857987	TS (CpG-)
chr10	133797422	0.271636363454024	CDX	EAS	0.952173891821167	0.242589512857987	TS (CpG-)
chr11	135086622	0.297154747046585	CDX	EAS	0.851158124905647	0.242589512857987	TS (CpG-)
chr12	133275309	0.240827485445922	CDX	EAS	0.88472175382565	0.242589512857987	TS (CpG-)
chr13	114364328	0.183295314688476	CDX	EAS	0.938085287464787	0.242589512857987	TS (CpG-)
chr14	107043718	0.234855846841606	CDX	EAS	0.99305908660673	0.242589512857987	TS (CpG-)
chr15	101991189	0.210060143636867	CDX	EAS	1.21922562300501	0.242589512857987	TS (CpG-)
chr16	90338345	0.365839845799066	CDX	EAS	1.2909684677636	0.242589512857987	TS (CpG-)
chr17	83257441	0.37006157456784	CDX	EAS	1.23926781908674	0.242589512857987	TS (CpG-)
chr18	80373285	0.219212368918281	CDX	EAS	1.07597567936663	0.242589512857987	TS (CpG-)
chr19	58617616	0.502632952749409	CDX	EAS	1.56470132417527	0.242589512857987	TS (CpG-)
chr20	64444167	0.391687193494086	CDX	EAS	1.1279100391595	0.242589512857987	TS (CpG-)
chr21	46709983	0.252471001134392	CDX	EAS	1.47180689673614	0.242589512857987	TS (CpG-)
chr22	50818468	0.504364474855168	CDX	EAS	1.52574517741395	0.242589512857987	TS (CpG-)
chr1	248956422	0.357992571415722	CEU	EUR	0.793932063112369	0.318352368869479	TS (CpG-)
chr2	242193529	0.280956458858867	CEU	EUR	0.778455894127045	0.318352368869479	TS (CpG-)
chr3	198295559	0.244990110648887	CEU	EUR	0.80021752432918	0.318352368869479	TS (CpG-)
chr4	190214555	0.239709446600422	CEU	EUR	0.778767475099918	0.318352368869479	TS (CpG-)
chr5	181538259	0.247290390106736	CEU	EUR	0.811112294329078	0.318352368869479	TS (CpG-)
chr6	170805979	0.297900732973256	CEU	EUR	0.826629671101986	0.318352368869479	TS (CpG-)
chr7	159345973	0.286186559008325	CEU	EUR	0.884389658257451	0.318352368869479	TS (CpG-)
chr8	145138636	0.280317880386982	CEU	EUR	0.914810538097031	0.318352368869479	TS (CpG-)
chr9	138394717	0.306804280767669	CEU	EUR	1.14085212260906	0.318352368869479	TS (CpG-)
chr10	133797422	0.378110833705993	CEU	EUR	0.962012886195261	0.318352368869479	TS (CpG-)
chr11	135086622	0.36508096113338	CEU	EUR	0.860672405089206	0.318352368869479	TS (CpG-)
chr12	133275309	0.298005702952913	CEU	EUR	0.856787114456852	0.318352368869479	TS (CpG-)
chr13	114364328	0.24958638401799	CEU	EUR	0.936683342170018	0.318352368869479	TS (CpG-)
chr14	107043718	0.294445342940062	CEU	EUR	0.982342025643574	0.318352368869479	TS (CpG-)
chr15	101991189	0.307358802623426	CEU	EUR	1.17656085011126	0.318352368869479	TS (CpG-)
chr16	90338345	0.445144612676949	CEU	EUR	1.15843398002818	0.318352368869479	TS (CpG-)
chr17	83257441	0.518236631747298	CEU	EUR	1.15386845677333	0.318352368869479	TS (CpG-)
chr18	80373285	0.3096642575215	CEU	EUR	1.17797825194646	0.318352368869479	TS (CpG-)
chr19	58617616	0.575104631624959	CEU	EUR	1.49175135263905	0.318352368869479	TS (CpG-)
chr20	64444167	0.487231272207975	CEU	EUR	1.16492486591345	0.318352368869479	TS (CpG-)
chr21	46709983	0.357209289717503	CEU	EUR	1.48494216019915	0.318352368869479	TS (CpG-)
chr22	50818468	0.624293103088477	CEU	EUR	1.47526480264455	0.318352368869479	TS (CpG-)
chr1	248956422	0.295996197181567	CHB	EAS	0.859248542211154	0.242257152863328	TS (CpG-)
chr2	242193529	0.201015082447341	CHB	EAS	0.807955288629211	0.242257152863328	TS (CpG-)
chr3	198295559	0.173169671344077	CHB	EAS	0.913702117080573	0.242257152863328	TS (CpG-)
chr4	190214555	0.172888312603601	CHB	EAS	0.851482273915613	0.242257152863328	TS (CpG-)
chr5	181538259	0.178550475758894	CHB	EAS	0.830918972291403	0.242257152863328	TS (CpG-)
chr6	170805979	0.236201612282384	CHB	EAS	0.933357068520028	0.242257152863328	TS (CpG-)
chr7	159345973	0.199212091958976	CHB	EAS	0.904158542311514	0.242257152863328	TS (CpG-)
chr8	145138636	0.212676356669223	CHB	EAS	0.949884695725321	0.242257152863328	TS (CpG-)
chr9	138394717	0.230208584542368	CHB	EAS	1.13195445492331	0.242257152863328	TS (CpG-)
chr10	133797422	0.27578677331039	CHB	EAS	1.03889217297017	0.242257152863328	TS (CpG-)
chr11	135086622	0.301200410627853	CHB	EAS	0.895138667039126	0.242257152863328	TS (CpG-)
chr12	133275309	0.240482222582538	CHB	EAS	0.954531336487938	0.242257152863328	TS (CpG-)
chr13	114364328	0.174658137766731	CHB	EAS	0.951664956265611	0.242257152863328	TS (CpG-)
chr14	107043718	0.235671847307449	CHB	EAS	1.04352639609415	0.242257152863328	TS (CpG-)
chr15	101991189	0.205150487571565	CHB	EAS	1.21291778793978	0.242257152863328	TS (CpG-)
chr16	90338345	0.371102326600939	CHB	EAS	1.48465001553441	0.242257152863328	TS (CpG-)
chr17	83257441	0.382645805047796	CHB	EAS	1.31297761830177	0.242257152863328	TS (CpG-)
chr18	80373285	0.231972390688432	CHB	EAS	1.23043959591495	0.242257152863328	TS (CpG-)
chr19	58617616	0.496311648744207	CHB	EAS	1.63813305113291	0.242257152863328	TS (CpG-)
chr20	64444167	0.394109940624755	CHB	EAS	1.26366147786993	0.242257152863328	TS (CpG-)
chr21	46709983	0.25795115627875	CHB	EAS	1.57226379753883	0.242257152863328	TS (CpG-)
chr22	50818468	0.496206680614753	CHB	EAS	1.48203403549952	0.242257152863328	TS (CpG-)
chr1	248956422	0.292511820989294	CHS	EAS	0.880744144777543	0.24031608022114	TS (CpG-)
chr2	242193529	0.202087443815211	CHS	EAS	0.797004584593168	0.24031608022114	TS (CpG-)
chr3	198295559	0.167312720084233	CHS	EAS	0.860220345414313	0.24031608022114	TS (CpG-)
chr4	190214555	0.167027777872292	CHS	EAS	0.803363823391774	0.24031608022114	TS (CpG-)
chr5	181538259	0.174586889902449	CHS	EAS	0.80508127855137	0.24031608022114	TS (CpG-)
chr6	170805979	0.223567114138646	CHS	EAS	0.853036035986108	0.24031608022114	TS (CpG-)
chr7	159345973	0.203296094458156	CHS	EAS	0.868291773765261	0.24031608022114	TS (CpG-)
chr8	145138636	0.212433012520784	CHS	EAS	0.912760638557947	0.24031608022114	TS (CpG-)
chr9	138394717	0.234087681927985	CHS	EAS	1.12948322564692	0.24031608022114	TS (CpG-)
chr10	133797422	0.280072635560995	CHS	EAS	0.967288290897881	0.24031608022114	TS (CpG-)
chr11	135086622	0.300848919487925	CHS	EAS	0.854688876687271	0.24031608022114	TS (CpG-)
chr12	133275309	0.243566302132846	CHS	EAS	0.89182570296957	0.24031608022114	TS (CpG-)
chr13	114364328	0.177369172404885	CHS	EAS	0.900010900070083	0.24031608022114	TS (CpG-)
chr14	107043718	0.232863885437184	CHS	EAS	1.00617738385604	0.24031608022114	TS (CpG-)
chr15	101991189	0.211595879766499	CHS	EAS	1.23794289604141	0.24031608022114	TS (CpG-)
chr16	90338345	0.351564215877988	CHS	EAS	1.26124144527794	0.24031608022114	TS (CpG-)
chr17	83257441	0.37637194695434	CHS	EAS	1.18203551853584	0.24031608022114	TS (CpG-)
chr18	80373285	0.225882662657114	CHS	EAS	1.16781449606766	0.24031608022114	TS (CpG-)
chr19	58617616	0.495974214002163	CHS	EAS	1.6068222718094	0.24031608022114	TS (CpG-)
chr20	64444167	0.40117040667885	CHS	EAS	1.14482314814227	0.24031608022114	TS (CpG-)
chr21	46709983	0.248312032349376	CHS	EAS	1.4476742517076	0.24031608022114	TS (CpG-)
chr22	50818468	0.506814556065942	CHS	EAS	1.47601334211956	0.24031608022114	TS (CpG-)
chr1	248956422	0.340648835349744	CLM	AMR	0.597214238272932	0.295044300301704	TS (CpG-)
chr2	242193529	0.251506299882149	CLM	AMR	0.603500083806174	0.295044300301704	TS (CpG-)
chr3	198295559	0.220799011916204	CLM	AMR	0.621329102805488	0.295044300301704	TS (CpG-)
chr4	190214555	0.212406964655661	CLM	AMR	0.631517634120677	0.295044300301704	TS (CpG-)
chr5	181538259	0.230017232447203	CLM	AMR	0.614543597081477	0.295044300301704	TS (CpG-)
chr6	170805979	0.281348841976366	CLM	AMR	0.627824960056352	0.295044300301704	TS (CpG-)
chr7	159345973	0.262803305839687	CLM	AMR	0.665004805260086	0.295044300301704	TS (CpG-)
chr8	145138636	0.26479950896775	CLM	AMR	0.677514510016449	0.295044300301704	TS (CpG-)
chr9	138394717	0.277599340842785	CLM	AMR	0.814310113012411	0.295044300301704	TS (CpG-)
chr10	133797422	0.345808541830117	CLM	AMR	0.718277319053717	0.295044300301704	TS (CpG-)
chr11	135086622	0.347261949643405	CLM	AMR	0.662691640245081	0.295044300301704	TS (CpG-)
chr12	133275309	0.278806366559458	CLM	AMR	0.645166455532054	0.295044300301704	TS (CpG-)
chr13	114364328	0.222054124608526	CLM	AMR	0.6907127847556	0.295044300301704	TS (CpG-)
chr14	107043718	0.263203783568073	CLM	AMR	0.739832190843588	0.295044300301704	TS (CpG-)
chr15	101991189	0.273956188660922	CLM	AMR	0.848259975972013	0.295044300301704	TS (CpG-)
chr16	90338345	0.416666229960528	CLM	AMR	0.863259273646037	0.295044300301704	TS (CpG-)
chr17	83257441	0.473982312653312	CLM	AMR	1.01486338015531	0.295044300301704	TS (CpG-)
chr18	80373285	0.292470505799867	CLM	AMR	0.815675770024201	0.295044300301704	TS (CpG-)
chr19	58617616	0.571785830019068	CLM	AMR	1.16522516055485	0.295044300301704	TS (CpG-)
chr20	64444167	0.456509391458151	CLM	AMR	0.889108029623017	0.295044300301704	TS (CpG-)
chr21	46709983	0.32153223225057	CLM	AMR	1.0935624087558	0.295044300301704	TS (CpG-)
chr22	50818468	0.616720799093799	CLM	AMR	1.1882667643009	0.295044300301704	TS (CpG-)
chr1	248956422	0.366434810911283	ESN	AFR	0.686707432982551	0.306386890037527	TS (CpG-)
chr2	242193529	0.265767878814299	ESN	AFR	0.676797412056284	0.306386890037527	TS (CpG-)
chr3	198295559	0.223127513156032	ESN	AFR	0.688127060904549	0.306386890037527	TS (CpG-)
chr4	190214555	0.212634773827608	ESN	AFR	0.725287762185032	0.306386890037527	TS (CpG-)
chr5	181538259	0.223508621646537	ESN	AFR	0.700160282665439	0.306386890037527	TS (CpG-)
chr6	170805979	0.274279218225911	ESN	AFR	0.694420095924526	0.306386890037527	TS (CpG-)
chr7	159345973	0.265163893981463	ESN	AFR	0.765680313049098	0.306386890037527	TS (CpG-)
chr8	145138636	0.286322720221647	ESN	AFR	0.792619978064721	0.306386890037527	TS (CpG-)
chr9	138394717	0.270233538408668	ESN	AFR	1.01632886126696	0.306386890037527	TS (CpG-)
chr10	133797422	0.370517980901021	ESN	AFR	0.806539159220667	0.306386890037527	TS (CpG-)
chr11	135086622	0.339803930887042	ESN	AFR	0.758860468968948	0.306386890037527	TS (CpG-)
chr12	133275309	0.291486423089054	ESN	AFR	0.749939226429841	0.306386890037527	TS (CpG-)
chr13	114364328	0.215196991805114	ESN	AFR	0.798878613384938	0.306386890037527	TS (CpG-)
chr14	107043718	0.279513789932548	ESN	AFR	0.831643434082318	0.306386890037527	TS (CpG-)
chr15	101991189	0.319804974340961	ESN	AFR	1.04323805553894	0.306386890037527	TS (CpG-)
chr16	90338345	0.461634102791267	ESN	AFR	0.976354278190988	0.306386890037527	TS (CpG-)
chr17	83257441	0.520280037778638	ESN	AFR	1.02436815218451	0.306386890037527	TS (CpG-)
chr18	80373285	0.281668274200968	ESN	AFR	0.947959299533177	0.306386890037527	TS (CpG-)
chr19	58617616	0.657469571927485	ESN	AFR	1.18669526373689	0.306386890037527	TS (CpG-)
chr20	64444167	0.50310746387431	ESN	AFR	0.994706205648296	0.306386890037527	TS (CpG-)
chr21	46709983	0.293438798951318	ESN	AFR	1.21053041411917	0.306386890037527	TS (CpG-)
chr22	50818468	0.675273976061082	ESN	AFR	1.18808104247865	0.306386890037527	TS (CpG-)
chr1	248956422	0.351199022844167	FIN	EUR	0.744246141725343	0.310219313641625	TS (CpG-)
chr2	242193529	0.269351607757399	FIN	EUR	0.694957095244537	0.310219313641625	TS (CpG-)
chr3	198295559	0.235458109464598	FIN	EUR	0.738086025150578	0.310219313641625	TS (CpG-)
chr4	190214555	0.228135001506097	FIN	EUR	0.727007170316473	0.310219313641625	TS (CpG-)
chr5	181538259	0.24643346913476	FIN	EUR	0.731837494492499	0.310219313641625	TS (CpG-)
chr6	170805979	0.29005495666278	FIN	EUR	0.777127496134829	0.310219313641625	TS (CpG-)
chr7	159345973	0.281778890950603	FIN	EUR	0.791723487235256	0.310219313641625	TS (CpG-)
chr8	145138636	0.276567552608715	FIN	EUR	0.834748139469408	0.310219313641625	TS (CpG-)
chr9	138394717	0.306139659277831	FIN	EUR	1.02315064866711	0.310219313641625	TS (CpG-)
chr10	133797422	0.358225012249117	FIN	EUR	0.861399904633839	0.310219313641625	TS (CpG-)
chr11	135086622	0.353588513242723	FIN	EUR	0.767966641590063	0.310219313641625	TS (CpG-)
chr12	133275309	0.286411610174872	FIN	EUR	0.801759856974864	0.310219313641625	TS (CpG-)
chr13	114364328	0.232449181799201	FIN	EUR	0.826798145100265	0.310219313641625	TS (CpG-)
chr14	107043718	0.289960990519192	FIN	EUR	0.912556903539843	0.310219313641625	TS (CpG-)
chr15	101991189	0.293458525649329	FIN	EUR	1.03774074961504	0.310219313641625	TS (CpG-)
chr16	90338345	0.435653739908181	FIN	EUR	1.08117542880866	0.310219313641625	TS (CpG-)
chr17	83257441	0.514321888363314	FIN	EUR	1.05017840914047	0.310219313641625	TS (CpG-)
chr18	80373285	0.293037329651138	FIN	EUR	1.01548923751256	0.310219313641625	TS (CpG-)
chr19	58617616	0.601461327456322	FIN	EUR	1.37413492705922	0.310219313641625	TS (CpG-)
chr20	64444167	0.471570419481422	FIN	EUR	1.07460393200096	0.310219313641625	TS (CpG-)
chr21	46709983	0.345959542223657	FIN	EUR	1.39938593700118	0.310219313641625	TS (CpG-)
chr22	50818468	0.620881188329827	FIN	EUR	1.38449271673317	0.310219313641625	TS (CpG-)
chr1	248956422	0.353242399143444	GBR	EUR	0.774877756577225	0.314116977514253	TS (CpG-)
chr2	242193529	0.273328243359272	GBR	EUR	0.775751468363842	0.314116977514253	TS (CpG-)
chr3	198295559	0.242186281592853	GBR	EUR	0.804668940899788	0.314116977514253	TS (CpG-)
chr4	190214555	0.240654470722423	GBR	EUR	0.787624106919908	0.314116977514253	TS (CpG-)
chr5	181538259	0.248397150130054	GBR	EUR	0.783372666276212	0.314116977514253	TS (CpG-)
chr6	170805979	0.293893050645004	GBR	EUR	0.825102409181457	0.314116977514253	TS (CpG-)
chr7	159345973	0.27841822778663	GBR	EUR	0.828987921976118	0.314116977514253	TS (CpG-)
chr8	145138636	0.282812526246508	GBR	EUR	0.878290461243113	0.314116977514253	TS (CpG-)
chr9	138394717	0.311289003162576	GBR	EUR	1.36811831638131	0.314116977514253	TS (CpG-)
chr10	133797422	0.371982254432666	GBR	EUR	0.935003044397886	0.314116977514253	TS (CpG-)
chr11	135086622	0.358410250573822	GBR	EUR	0.83153294899592	0.314116977514253	TS (CpG-)
chr12	133275309	0.299396037271951	GBR	EUR	0.866339034800995	0.314116977514253	TS (CpG-)
chr13	114364328	0.241275581455098	GBR	EUR	0.908989901222885	0.314116977514253	TS (CpG-)
chr14	107043718	0.283020364611381	GBR	EUR	0.950726238556057	0.314116977514253	TS (CpG-)
chr15	101991189	0.29806147124102	GBR	EUR	1.13706175624094	0.314116977514253	TS (CpG-)
chr16	90338345	0.424576996997045	GBR	EUR	1.31849354775632	0.314116977514253	TS (CpG-)
chr17	83257441	0.507668637961039	GBR	EUR	1.09416082773769	0.314116977514253	TS (CpG-)
chr18	80373285	0.310429139163222	GBR	EUR	1.08202153623615	0.314116977514253	TS (CpG-)
chr19	58617616	0.578766839660015	GBR	EUR	1.54181814894015	0.314116977514253	TS (CpG-)
chr20	64444167	0.477203334577553	GBR	EUR	1.10010929635428	0.314116977514253	TS (CpG-)
chr21	46709983	0.350492049954352	GBR	EUR	1.47651371420045	0.314116977514253	TS (CpG-)
chr22	50818468	0.607335934113007	GBR	EUR	1.40080382666057	0.314116977514253	TS (CpG-)
chr1	248956422	0.326629909394665	GIH	SAS	0.705848507070733	0.281601676331772	TS (CpG-)
chr2	242193529	0.244979917328309	GIH	SAS	0.680540435015277	0.281601676331772	TS (CpG-)
chr3	198295559	0.213628590048136	GIH	SAS	0.725265951801922	0.281601676331772	TS (CpG-)
chr4	190214555	0.199738230266921	GIH	SAS	0.722757033670569	0.281601676331772	TS (CpG-)
chr5	181538259	0.216696469579321	GIH	SAS	0.69991052261401	0.281601676331772	TS (CpG-)
chr6	170805979	0.269246842934786	GIH	SAS	0.748152848367625	0.281601676331772	TS (CpG-)
chr7	159345973	0.244866301580631	GIH	SAS	0.763660907775178	0.281601676331772	TS (CpG-)
chr8	145138636	0.249266176338576	GIH	SAS	0.804188624391191	0.281601676331772	TS (CpG-)
chr9	138394717	0.279414029690356	GIH	SAS	0.965789949880657	0.281601676331772	TS (CpG-)
chr10	133797422	0.343872434895924	GIH	SAS	0.831520094350466	0.281601676331772	TS (CpG-)
chr11	135086622	0.321037975153063	GIH	SAS	0.763956870955731	0.281601676331772	TS (CpG-)
chr12	133275309	0.256493655130766	GIH	SAS	0.77492878653119	0.281601676331772	TS (CpG-)
chr13	114364328	0.200810700696402	GIH	SAS	0.823184606952526	0.281601676331772	TS (CpG-)
chr14	107043718	0.254477059250333	GIH	SAS	0.88569545801553	0.281601676331772	TS (CpG-)
chr15	101991189	0.250322446274062	GIH	SAS	1.02063604900284	0.281601676331772	TS (CpG-)
chr16	90338345	0.402254814265327	GIH	SAS	0.99091512554272	0.281601676331772	TS (CpG-)
chr17	83257441	0.458755218735122	GIH	SAS	0.966303563903577	0.281601676331772	TS (CpG-)
chr18	80373285	0.27634981534674	GIH	SAS	0.992061589255793	0.281601676331772	TS (CpG-)
chr19	58617616	0.56486814941766	GIH	SAS	1.36918449531833	0.281601676331772	TS (CpG-)
chr20	64444167	0.434174437255481	GIH	SAS	0.985587876911176	0.281601676331772	TS (CpG-)
chr21	46709983	0.307239906616563	GIH	SAS	1.20337626631694	0.281601676331772	TS (CpG-)
chr22	50818468	0.589644787605877	GIH	SAS	1.24821538655767	0.281601676331772	TS (CpG-)
chr1	248956422	0.362553263472285	GWD	AFR	0.685873429812778	0.303233282955905	TS (CpG-)
chr2	242193529	0.261132507124681	GWD	AFR	0.677231128581844	0.303233282955905	TS (CpG-)
chr3	198295559	0.224094148417578	GWD	AFR	0.686215034001055	0.303233282955905	TS (CpG-)
chr4	190214555	0.208607304246859	GWD	AFR	0.699769020784417	0.303233282955905	TS (CpG-)
chr5	181538259	0.225972680522106	GWD	AFR	0.689500524576792	0.303233282955905	TS (CpG-)
chr6	170805979	0.274254296664292	GWD	AFR	0.711812718876938	0.303233282955905	TS (CpG-)
chr7	159345973	0.259199315332328	GWD	AFR	0.752453268005282	0.303233282955905	TS (CpG-)
chr8	145138636	0.285712631760575	GWD	AFR	0.776048465354148	0.303233282955905	TS (CpG-)
chr9	138394717	0.265138665929208	GWD	AFR	0.873721246472109	0.303233282955905	TS (CpG-)
chr10	133797422	0.369346935170332	GWD	AFR	0.80308053791564	0.303233282955905	TS (CpG-)
chr11	135086622	0.335272477925157	GWD	AFR	0.729599897225581	0.303233282955905	TS (CpG-)
chr12	133275309	0.288843483074283	GWD	AFR	0.76103973261274	0.303233282955905	TS (CpG-)
chr13	114364328	0.206598421283222	GWD	AFR	0.79472012615397	0.303233282955905	TS (CpG-)
chr14	107043718	0.274140553770801	GWD	AFR	0.831367320120222	0.303233282955905	TS (CpG-)
chr15	101991189	0.302125029496422	GWD	AFR	1.0374278777855	0.303233282955905	TS (CpG-)
chr16	90338345	0.456248255105286	GWD	AFR	0.936053290529885	0.303233282955905	TS (CpG-)
chr17	83257441	0.520608316925564	GWD	AFR	1.03642330110167	0.303233282955905	TS (CpG-)
chr18	80373285	0.274137378531807	GWD	AFR	0.968258174094833	0.303233282955905	TS (CpG-)
chr19	58617616	0.656687526261552	GWD	AFR	1.20009875525395	0.303233282955905	TS (CpG-)
chr20	64444167	0.501108080294254	GWD	AFR	1.02984833889231	0.303233282955905	TS (CpG-)
