chr	len	B	pop	superpop	cMmb	B_full	mType
chr1	248956422	0.547356418684473	YRI	AFR	0.685783735697955	0.512501023935209	TV (CpG-)
chr2	242193529	0.503198271421431	YRI	AFR	0.681110904047995	0.512501023935209	TV (CpG-)
chr3	198295559	0.472704994090335	YRI	AFR	0.686104762110133	0.512501023935209	TV (CpG-)
chr4	190214555	0.491588177078269	YRI	AFR	0.7435193866838	0.512501023935209	TV (CpG-)
chr5	181538259	0.474889795984299	YRI	AFR	0.688027508281026	0.512501023935209	TV (CpG-)
chr6	170805979	0.479810177393693	YRI	AFR	0.694773081448792	0.512501023935209	TV (CpG-)
chr7	159345973	0.495430656447535	YRI	AFR	0.74696726627611	0.512501023935209	TV (CpG-)
chr8	145138636	0.504871479141894	YRI	AFR	0.770348379322674	0.512501023935209	TV (CpG-)
chr9	138394717	0.443996545115847	YRI	AFR	0.977212446888996	0.512501023935209	TV (CpG-)
chr10	133797422	0.529006448413248	YRI	AFR	0.810778246693081	0.512501023935209	TV (CpG-)
chr11	135086622	0.578006834421332	YRI	AFR	0.736834908957531	0.512501023935209	TV (CpG-)
chr12	133275309	0.476321480097187	YRI	AFR	0.767135433703375	0.512501023935209	TV (CpG-)
chr13	114364328	0.478085402130847	YRI	AFR	0.797334760747316	0.512501023935209	TV (CpG-)
chr14	107043718	0.501111813604021	YRI	AFR	0.823631703923737	0.512501023935209	TV (CpG-)
chr15	101991189	0.471165332626067	YRI	AFR	1.04114829938583	0.512501023935209	TV (CpG-)
chr16	90338345	0.595577497903928	YRI	AFR	0.958454472363975	0.512501023935209	TV (CpG-)
chr17	83257441	0.613248818502211	YRI	AFR	1.02277415669326	0.512501023935209	TV (CpG-)
chr18	80373285	0.502466231614219	YRI	AFR	0.975597067167833	0.512501023935209	TV (CpG-)
chr19	58617616	0.678921508504382	YRI	AFR	1.2256898694543	0.512501023935209	TV (CpG-)
chr20	64444167	0.641327053370712	YRI	AFR	1.01014387249997	0.512501023935209	TV (CpG-)
chr21	46709983	0.498851493805409	YRI	AFR	1.25728658110762	0.512501023935209	TV (CpG-)
chr22	50818468	0.719977629668474	YRI	AFR	1.2820140822115	0.512501023935209	TV (CpG-)
